Date,Event,Type,Location,Source,URL,Sl. No,Month,Date.1,Month.1,Year,Country,Type of Event,Place Name,Impact,Affected Population,Important Person/Group Responsible,Outcome
10/01/2022,"The U.S. records more than 145,000 COVID-19 hospitalizations – the highest since the pandemic began. ",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
10/01/2022,"The U.S. is now averaging more than 700,000 cases of the coronavirus every day - a record.",,,NPR,https://www.npr.org/2022/01/10/1071766924/there-is-a-record-number-of-new-covid-cases-as-well-as-hospitalizations,,,,,,,,,,,,
11/01/2022,Patients with COVID now fill about 30% of ICU beds in the nation and pediatric COVID hospitalizations are also at the highest rate of the pandemic.,,,NPR,https://www.npr.org/sections/health-shots/2022/01/11/1071568846/u-s-covid-hospitalizations-hit-new-record-high-raising-risks-for-patients,,,,,,,,,,,,
11/01/2022,"The omicron-driven surge has sent COVID-19 hospitalizations skyrocketing across the U.S., reaching a new pandemic high this week with 145,982 patients hospitalized.",,,NPR,https://www.npr.org/sections/health-shots/2022/01/11/1071568846/u-s-covid-hospitalizations-hit-new-record-high-raising-risks-for-patients,,,,,,,,,,,,
13/01/2022,"SCOTUS grants POTUS’ request to uphold a COVID-19 vaccine mandate for health care workers in facilities that receive federal funding. SCOTUS puts a vaccine-or-test mandate for large businesses on hold, while litigation over it continues in the lower courts.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
13/01/2022,POTUS announces he is directing the procurement of an additional 500M COVID-19 tests for free distribution.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
15/01/2022,"Administration requires insurance companies and group health plans to cover the cost of over-the-counter, at-home COVID-19 tests, so people with private health coverage can get them for free starting today.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
19/01/2022,"Administration officially launches program to mail at-home COVID-19 tests directly to American households via a new website, COVIDTests.gov; a call line will also be made available.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
19/01/2022,President Biden announces a plan to give out 400 million free N95 masks.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
24/01/2022,The FDA limits the use of two COVID-19 antibody treatments due to the omicron variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
25/01/2022,OSHA announces withdrawing the emergency enforcement of COVID-19 vaccinate-or-test mandate for large employers.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
31/01/2022,Food and Drug Administration approves the second COVID-19 vaccine. Previously known as the Moderna vaccine; it will be marketed as Spikevax for COVID-19 prevention in individuals 18 years of age and older.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
04/02/2022,"U.S. Covid Death Toll Surpasses 900,000",,,New York Times,https://www.nytimes.com/2022/02/04/us/us-covid-deaths.html,,,,,,,,,,,,
11/02/2022,Pfizer postpones the FDA request to use the COVID vaccine for kids under five years old. ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
15/02/2022,Centers for Disease Control and Prevention updates its guidance regarding mask wearing based on risk.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
22/02/2022,New COVID-19 cases plummet 90% from the U.S. pandemic high.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
23/02/2022,The U.S. vaccination against COVID-19 has dropped to the lowest since December 2020.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
23/02/2022,The White House announces that 90% of free at-home COVID-19 tests have shipped.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
24/02/2022,Russia invades Ukraine,War,Ukraine,,,,,,,,,,,,,,
25/02/2022,"CDC announces relaxing its COVID-19 masking guidelines for 70% of the country, including inside schools. ",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
28/02/2022,A study suggests that the Pfizer COVID-19 vaccine is less effective  in kids 5 to 11.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/03/2022,"POTUS announces he is launching the ""Test to Treat"" initiative so people can get tested at a pharmacy and, if they prove positive, receive the antiviral pills on the spot at no cost.",,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
07/03/2022,Global COVID-19 related deaths surpass 6M.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
29/03/2022,Food and Drug Administration authorizes a second booster dose of either the Pfizer-BioNTech or Moderna COVID-19 vaccine for people 50 years of age and older and certain immunocompromised individuals.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
30/03/2022,A  large study shows that Ivermectin fails to curb COVID-1 hospitalizations.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
04/04/2022,The U.S. Senate negotiators reached a $10 billion COVID aid bill . ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
08/04/2022,"A report suggests that the U.S. COVID-19 vaccination campaign prevented about 2.2 million deaths, 17 million hospitalizations, and 66 million infections. It also estimates that healthcare costs saved were about $899.4 billion. ",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
13/04/2022,The CDC  extends  the mask mandate on planes and public transportation.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
18/04/2022,The CDC’s mask mandate  for public transportation has been reversed.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
22/04/2022,CDC reports that COVID-19 was the third leading cause of death in the U.S. in 2021. ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
04/05/2022,The US surpassed 1 million COVID-19 deaths.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
05/05/2022,"For the first time since February 2022, the US records more than  100,000 new  COVID-19 cases.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
17/05/2022,Food and Drug Administration expands eligibility for Pfizer-BioNTech COVID-19 vaccine booster dose to children 5 through 11 years.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
18/05/2022,CDC urges masking where COVID is spiking.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
19/05/2022,Pfizer announces that  three doses of its vaccine offer strong protection for kids five and below against COVID-19.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
01/06/2022,CDC reports that COVID-19 cases in the U.S. are about  five times higher  than they were last year.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
12/06/2022,A study reports that Ivermectin has little effect on COVID-19 recovery time.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
15/06/2022,FDA authorizes Pfizer and Moderna COVID-19 vaccines for kids ages 6 months to 5 years.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/06/2022,"Centers for Disease Control and Prevention announces that the order requiring a negative COVID-19 test before boarding a flight to the United States will be rescinded, effective June 12, 2022 at 12:01 a.m. ET.",,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
24/06/2022,Supreme Court Overturns Roe v. Wade,,,,,693,6,24,June,2022,USA,Judicial,Nationwide,"Ended federal protection for abortion rights, leaving regulation to states.",Women nationwide,U.S. Supreme Court,Negative
24/06/2022,Roe v. Wade overturned,Justice,USA,,,,,,,,,,,,,,
07/07/2022,Boris Johnson announces resignation,Politics,UK,,,,,,,,,,,,,,
11/07/2022,The Biden administration set to renew the COVID-19 public health emergency.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/07/2022,The FDA authorizes the Novavax COVID-19 vaccine for adults. ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
18/07/2022,The CDC ends the COVID program for cruise ships.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
18/07/2022,HHS extends COVID-19 public health emergency for another 90 days.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
03/08/2022,The Biden-Harris administration released reports on long COVID.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
11/08/2022,Centers for Disease Control and Prevention streamlines COVID-19 guidance to help the public better protect themselves and understand their risk.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
11/08/2022,The CDC drops quarantine and social distancing recommendations for COVID-19. ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
18/08/2022,"U.S. plans to roll back coverage of COVID-19 vaccines, treatments starting this fall.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/08/2022,Darya Dugina death,Death,Russia,,,,,,,,,,,,,,
31/08/2022,Food and Drug Administration authorizes Moderna and Pfizer-BioNTech bivalent COVID-19 vaccines for use as a booster dose.,,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
08/09/2022,Queen Elizabeth II death,Death,UK,,,,,,,,,,,,,,
16/09/2022,Mahsa Amini death,Death,Iran,,,,,,,,,,,,,,
19/09/2022,President Joe Biden has declared that the COVID-19  pandemic is over  in the U.S.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
26/09/2022,Nord Stream pipeline sabotage,Trade,Central Baltic Sea,,,,,,,,,,,,,,
03/10/2022,The CDC ends its COVID-19  country-specific  travel health notices.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
12/10/2022,The FDA approves COVID omicron boosters for kids as young as 5.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/10/2022,The CDC advisers approve adding COVID shots to  vaccine schedules .,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
24/10/2022,Pfizer announces plan to charge  over $100  per COVID shot in 2023.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
28/10/2022,Elon Musk buys Twitter,Tech,USA,,,,,,,,,,,,,,
04/11/2022,Pfizer and BioNTech say the new COVID booster generates higher protection against the omicron variants.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
11/11/2022,The U.S. extends the COVID  public health emergency  until at least mid-January.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
15/11/2022,World population hits 8 billion,Culture,Global,,,,,,,,,,,,,,
30/11/2022,ChatGPT released,Tech,Global,,,,,,,,,,,,,,
14/12/2022,The CDC reports long COVID contributed to thousands of U.S. deaths.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
28/12/2022,The CDC announces negative COVID-19 test requirements for travelers from China.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
31/12/2022,The CDC reports a new strain of omicron taking over in the U.S.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/01/2023,"Secretary of Defense rescinds the Aug. 24, 2021 memorandum mandating that members of the Armed Forces under DOD authority be vaccinated against COVID-19, and the memorandum of Nov. 30, 2021, pertaining to the vaccination of National Guard and Reserve personnel",,,US Department of Defense,https://www.defense.gov/Spotlights/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
04/02/2023,Chinese spy balloon shot down by US air force,War,USA,,,,,,,,,,,,,,
15/04/2023,Sudan civil war,War,Sudan,,,,,,,,,,,,,,
27/05/2023,MOVEit cyber attack,Cybersecurity,Global,,,,,,,,,,,,,,
23/06/2023,Wagner Group mutiny,War,Ukraine,,,,,,,,,,,,,,
23/08/2023,Yevgeny Prigozhin death,Death,Russia,,,,,,,,,,,,,,
13/09/2023,Mexican congress holds hearing on UFOs,Culture,Mexico,,,,,,,,,,,,,,
07/10/2023,Hamas attacks Israel,War,Israel,,,,,,,,,,,,,,
29/11/2023,Henry Kissinger death,Death,USA,,,,,,,,,,,,,,
16/02/2024,Alexei Navalny death,Death,Russia,,,,,,,,,,,,,,
22/03/2024,Crocus City Hall attack,Terrorism,Russia,,,,,,,,,,,,,,
26/03/2024,Francis Scott Key Bridge collapse,Trade,USA,,,,,,,,,,,,,,
19/05/2024,Iran President dies in helicopter crash,Death,Iran,,,,,,,,,,,,,,
Unknown,National Database and Registration Authority (NADRA) Establishment,,,,,119,Unknown,1998,Unknown,1998,Pakistan,Government Agency,Islamabad,Established to maintain a secure and efficient national identity system.,Pakistani citizens,Government of Pakistan,Positive
Unknown,Economic Crisis and IMF Loan,,,,,1134,Invalid,Unknown,Unknown,2018,Argentina,Economic,Argentina,Severe economic crisis leading to the largest IMF loan in history,Argentinians,"Mauricio Macri, IMF",Negative
Unknown,New Zealand Signs Kyoto Protocol,,,,,392,Unknown,Unknown,Unknown,1998,New Zealand,International Agreement,"Kyoto, Japan","Committed New Zealand to reducing greenhouse gas emissions, aligning with global efforts to combat climate change.",New Zealanders,New Zealand Government,Positive
